CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,TAX,PTRATIO,B,LSTAT,RAD_1,RAD_2,RAD_3,RAD_4,RAD_5,RAD_6,RAD_7,RAD_8,RAD_24,MEDV,LOGMEDV
-0.34627595000035216,-0.4872916013172126,-0.4372580131280701,-0.27259856706992697,-0.14421743255530384,-0.26873961655241435,0.5663056210490748,0.3170033861930741,-0.6012760972551556,1.2803280277578666,0.25597356352516665,-0.335444728357295,0,0,0,1,0,0,0,0,0,18.2,2.9549102790337356
-0.3475060150690378,-0.4872916013172126,-0.4372580131280701,-0.27259856706992697,-0.14421743255530384,-0.642000189691858,-0.4293903915374272,0.3344494335851023,-0.6012760972551556,1.2803280277578666,0.4270175539088825,-0.5863558005953482,0,0,0,1,0,0,0,0,0,19.9,3.039749158970765
-0.2978681764316523,-0.4872916013172126,-0.4372580131280701,-0.27259856706992697,-0.14421743255530384,-0.49810966340527885,-1.3966379466214578,0.3344494335851023,-0.6012760972551556,1.2803280277578666,0.3308601311098323,-0.8512842511707229,0,0,0,1,0,0,0,0,0,23.1,3.1822118404966093
-0.32925752846349454,-0.4872916013172126,-0.4372580131280701,-0.27259856706992697,-0.14421743255530384,-0.41975343621951705,0.46673601979042467,0.22002808188861184,-0.6012760972551556,1.2803280277578666,0.32976369527403904,0.2827216563185794,0,0,0,1,0,0,0,0,0,17.5,2.917770732084279
-0.3271034599278871,-0.4872916013172126,-0.4372580131280701,-0.27259856706992697,-0.14421743255530384,-1.1805211692594502,-1.1370457719114053,0.0006927612705776545,-0.6012760972551556,1.2803280277578666,-0.7421119777972458,-0.13499621813359886,0,0,0,1,0,0,0,0,0,20.2,3.054001181677967
-0.33605372524790705,-0.4872916013172126,-0.4372580131280701,-0.27259856706992697,-0.14421743255530384,-0.7944386680350647,0.03289704287773442,0.0006927612705776545,-0.6012760972551556,1.2803280277578666,0.37581400037734697,-0.19246746931661668,0,0,0,1,0,0,0,0,0,18.2,2.9549102790337356
-0.27484256862747675,-0.4872916013172126,-0.4372580131280701,-0.27259856706992697,-0.14421743255530384,-1.0181100801835097,1.0499293985910898,0.001358278064823892,-0.6012760972551556,1.2803280277578666,0.21814652719030656,1.172825180738489,0,0,0,1,0,0,0,0,0,13.6,2.681021528714291
-0.32136276836324557,-0.4872916013172126,-0.4372580131280701,-0.27259856706992697,-0.14421743255530384,-0.45536990312213615,0.7334403088760948,0.10327742141225885,-0.6012760972551556,1.2803280277578666,0.39313768658287696,0.16497567828507947,0,0,0,1,0,0,0,0,0,19.6,3.0252910757955354
-0.27709089948149807,-0.4872916013172126,-0.4372580131280701,-0.27259856706992697,-0.14421743255530384,-0.20320531745159576,0.8223417385713182,0.0864493539006023,-0.6012760972551556,1.2803280277578666,0.4410519326070333,0.8504254789800965,0,0,0,1,0,0,0,0,0,15.2,2.785011242238338
-0.30549062316759446,-0.4872916013172126,-0.4372580131280701,-0.27259856706992697,-0.14421743255530384,-0.6719180218900576,1.11749448515946,0.14268552301441556,-0.6012760972551556,1.2803280277578666,0.4151760468823178,1.0130270676930249,0,0,0,1,0,0,0,0,0,14.5,2.740840023925201
-0.3332072359782713,-0.4872916013172126,-0.4372580131280701,-0.27259856706992697,-0.14421743255530384,-0.5137809088424313,0.9076871110787323,0.28738788884911354,-0.6012760972551556,1.2803280277578666,0.41287353162715196,0.5112049232169186,0,0,0,1,0,0,0,0,0,15.6,2.8094026953624973
-0.32270106053825826,-0.4872916013172126,-0.4372580131280701,-0.27259856706992697,-0.14421743255530384,-0.976794978576472,0.608978307302782,0.31353319148021846,-0.6012760972551556,1.2803280277578666,-0.5838962866923088,0.5406414177252936,0,0,0,1,0,0,0,0,0,13.9,2.7013612129514133
-0.34232507875324936,-0.4872916013172126,-0.4372580131280701,-0.27259856706992697,-0.14421743255530384,-0.6719180218900576,0.7725569379419929,0.42163213363136887,-0.6012760972551556,1.2803280277578666,0.22154547828126503,0.3023459859908294,0,0,0,1,0,0,0,0,0,16.6,2.8678989020441064
-0.3092913729446306,-0.4872916013172126,-0.4372580131280701,-0.27259856706992697,-0.14421743255530384,-0.3385478916815461,0.7192160801248588,0.3129627485137217,-0.6012760972551556,1.2803280277578666,-0.5514417859528347,0.6485752309226684,0,0,0,1,0,0,0,0,0,14.8,2.760009940032921
-0.33056207240105046,-0.4872916013172126,-0.4372580131280701,-0.27259856706992697,-0.14421743255530384,0.29969919521337857,0.9183552826421596,0.31358072839409307,-0.6012760972551556,1.2803280277578666,0.34281128171997627,0.020596681410669004,0,0,0,1,0,0,0,0,0,18.4,2.9652730660692823
-0.30385907044640503,-0.4872916013172126,-0.4372580131280701,-0.27259856706992697,-0.14421743255530384,0.5547130982361268,0.6658752223077248,0.21104360516628648,-0.6012760972551556,1.2803280277578666,0.25827607878033243,-0.09434582095536663,0,0,0,1,0,0,0,0,0,21.0,3.091042453358316
-0.28892140230861063,-0.4872916013172126,-0.4372580131280701,-0.27259856706992697,-0.14421743255530384,-0.8143838895005326,0.9076871110787323,0.2081913903338026,-0.6012760972551556,1.2803280277578666,0.038331050120246735,1.3942997584681676,0,0,0,1,0,0,0,0,0,12.7,2.617395832834079
-0.26286427179494964,-0.4872916013172126,-0.4372580131280701,-0.27259856706992697,-0.14421743255530384,-0.30293142477892826,1.11749448515946,0.1806199802864551,-0.6012760972551556,1.2803280277578666,0.2199008245275757,0.05423838942024018,0,0,0,1,0,0,0,0,0,14.5,2.740840023925201
-0.2589925343460215,-0.4872916013172126,-0.4372580131280701,-0.27259856706992697,-0.14421743255530384,-0.47673978326370686,0.4774041913538514,0.09267668961819282,-0.6012760972551556,1.2803280277578666,-1.3603921456009465,2.110587791505292,0,0,0,1,0,0,0,0,0,13.2,2.653241964607215
-0.2864880380147397,-0.4872916013172126,-0.4372580131280701,-0.27259856706992697,-0.14421743255530384,-0.8314797936137878,0.939691625769013,-0.0037281717197728778,-0.6012760972551556,1.2803280277578666,0.022980948419143672,0.7985611791320075,0,0,0,1,0,0,0,0,0,13.1,2.6461747973841225
-0.23282834045835946,-0.4872916013172126,-0.4372580131280701,-0.27259856706992697,-0.14421743255530384,-0.26873961655241435,1.007256712337383,-0.016753286121450713,-0.6012760972551556,1.2803280277578666,-1.1881420757978585,1.0775070080447033,0,0,0,1,0,0,0,0,0,13.5,2.6741486494265287
-0.41304974713953113,-0.4872916013172126,-0.755340386903146,-0.27259856706992697,-0.48111230501127983,-0.5009589807574881,-0.013331700563781643,-0.2066632570510228,-0.7675760181139196,0.4024879436853998,0.4410519326070333,-0.4167455227137592,0,0,0,0,1,0,0,0,0,18.9,2.990719731730447
-0.409178009690603,-0.4872916013172126,-0.755340386903146,-0.27259856706992697,-0.48111230501127983,-0.632027578959124,-0.2551435893347894,-0.19829676020906925,-0.7675760181139196,0.4024879436853998,0.22900124196465785,-0.17424487747809872,0,0,0,0,1,0,0,0,0,20.0,3.044522437723423
-0.4111912666147526,-0.4872916013172126,-0.755340386903146,-0.27259856706992697,-0.48111230501127983,-0.6192056508741821,-0.9627989697087677,0.06615109167608985,-0.7675760181139196,0.4024879436853998,0.4410519326070333,-0.5443036655833842,0,0,0,0,1,0,0,0,0,21.0,3.091042453358316
-0.40014628310775613,-0.4872916013172126,-0.755340386903146,-0.27259856706992697,-0.48111230501127983,-0.4539452444460309,-1.364633431931177,0.024841513518943863,-0.7675760181139196,0.4024879436853998,0.40300560910501476,-0.3536673201958127,0,0,0,0,1,0,0,0,0,24.7,3.246490991901174
-0.41730202505909336,2.733313809687353,-1.19452751766598,-0.27259856706992697,-1.094433739482417,0.4421650628238525,-1.663342235707128,0.7634700813045988,-0.9279366560848706,-0.036432098350833615,0.42712719749246175,-1.168077001594187,0,0,1,0,0,0,0,0,0,30.8,3.459466289786131
-0.41660844059273894,2.733313809687353,-1.19452751766598,-0.27259856706992697,-1.094433739482417,1.053343634872788,-1.876705666975664,0.7634700813045988,-0.9279366560848706,-0.036432098350833615,0.4270175539088825,-1.496083654687508,0,0,1,0,0,0,0,0,0,34.9,3.580737295494233
-0.4056868127123089,-0.4872916013172126,-0.6167265084231817,-0.27259856706992697,-0.921667138222942,0.6914803311421824,-2.3354370442030166,0.9154931318760064,-1.0407830309533177,-0.47535214038706697,0.3150714550744125,-1.0951866342401158,0,0,1,0,0,0,0,0,0,26.6,3.3178157727231046
-0.40405060506181506,-0.4872916013172126,-0.6167265084231817,-0.27259856706992697,-0.921667138222942,-0.16473953319676873,-2.203862928254086,0.9154931318760064,-1.0407830309533177,-0.47535214038706697,0.29270416402423405,-0.9592180643680979,0,0,1,0,0,0,0,0,0,25.3,3.269568939183719
-0.40197217912740396,-0.4872916013172126,-0.6167265084231817,-0.27259856706992697,-0.921667138222942,-0.10490386880036849,-2.2074189854418953,0.9154931318760064,-1.0407830309533177,-0.47535214038706697,0.4142988982136829,-0.7307347974697588,0,0,1,0,0,0,0,0,0,24.7,3.246490991901174
-0.40623958556720546,-0.4872916013172126,-0.6167265084231817,-0.27259856706992697,-0.921667138222942,-0.3072054008072427,-1.0161398275259015,0.9154931318760064,-1.0407830309533177,-0.47535214038706697,0.3587096013389754,-0.4349681145522769,0,0,1,0,0,0,0,0,0,21.2,3.100092288878234
-0.4005687179421298,-0.4872916013172126,-0.6167265084231817,-0.27259856706992697,-0.921667138222942,-0.858548308459778,-1.2366153731700555,0.6205265812832663,-1.0407830309533177,-0.47535214038706697,0.4410519326070333,-0.34245341752595554,0,0,1,0,0,0,0,0,0,19.3,3.0106208860477417
-0.3985973553817197,-0.4872916013172126,-0.6167265084231817,-0.27259856706992697,-0.921667138222942,-0.7103838061448845,-1.2543956591091003,0.6205265812832663,-1.0407830309533177,-0.47535214038706697,0.4410519326070333,0.20983128896450803,0,0,1,0,0,0,0,0,0,20.0,3.044522437723423
-0.39383652643565265,-0.4872916013172126,-0.6167265084231817,-0.27259856706992697,-0.921667138222942,-0.36276708917532724,0.6018661929271641,0.9005190040054643,-1.0407830309533177,-0.47535214038706697,0.3954402018380428,0.8616393816499538,0,0,1,0,0,0,0,0,0,16.6,2.8678989020441064
-0.3909737449134515,-0.4872916013172126,-0.6167265084231817,-0.27259856706992697,-0.921667138222942,-1.261726713797421,0.9503597973324397,0.9863706704632385,-1.0407830309533177,-0.47535214038706697,0.4410519326070333,2.5451265199622557,0,0,1,0,0,0,0,0,0,14.4,2.7343675094195836
-0.39494207214544574,-0.4872916013172126,-0.6167265084231817,-0.27259856706992697,-0.921667138222942,-0.9725210025481577,-0.23380724620793578,1.0898585319685394,-1.0407830309533177,-0.47535214038706697,0.4410519326070333,0.4971875448795969,0,0,1,0,0,0,0,0,0,19.4,3.0155349008501706
-0.4101916205466344,0.4144779137640658,-0.8020313775490286,-0.27259856706992697,-0.9994121087897054,-0.4582192204743466,-0.8134445678207922,1.4354518958378737,-0.9813902020751877,-0.9142721824233004,0.4263596924074067,0.11170964060325798,0,0,0,1,0,0,0,0,0,19.7,3.0301337002713233
-0.41547031037781507,0.4144779137640658,-0.8020313775490286,-0.27259856706992697,-0.9994121087897054,-0.24167110170642403,-0.1982466743298464,1.4354518958378737,-0.9813902020751877,-0.9142721824233004,0.40892636261829746,-0.45178896855706274,0,0,0,1,0,0,0,0,0,20.5,3.068052935133617
-0.41427981220821675,0.4144779137640658,-0.8020313775490286,-0.27259856706992697,-0.9994121087897054,0.3224937340310545,-1.6882346360217904,1.4354518958378737,-0.9813902020751877,-0.9142721824233004,0.4410519326070333,-1.0335101695559015,0,0,0,1,0,0,0,0,0,25.0,3.258096538021482
-0.4147208667598079,0.4144779137640658,-0.8020313775490286,-0.27259856706992697,-0.9994121087897054,-0.4083561668106804,-1.6775664644583637,1.4354518958378737,-0.9813902020751877,-0.9142721824233004,0.4410519326070333,-0.5919627519302769,0,0,0,1,0,0,0,0,0,23.4,3.1945831322991562
-0.4189347415126089,2.733313809687353,-1.0413227046091773,-0.27259856706992697,-1.2499236806159448,-0.5650686211822015,-0.7458794812524224,1.6755133109052929,0.3608877305705504,1.2803280277578666,0.4410519326070333,0.3009442481570973,0,0,1,0,0,0,0,0,0,18.9,2.990719731730447
-0.41899176439658764,3.377434891888267,-1.446950685845283,-0.27259856706992697,-1.3103919910567612,1.3738918369963549,-1.6597861785193189,2.3300490780465393,-1.0823580111680087,-0.47535214038706697,0.430416504999841,-1.0993918477413123,0,0,0,0,1,0,0,0,0,35.4,3.594568774642695
-0.41812594754597077,3.1627278644879624,-1.5169871718141072,-0.27259856706992697,-1.2499236806159448,0.14013742348964583,-1.1690502866016856,2.5634553251714953,-0.5656403999282776,-0.47535214038706697,0.4410519326070333,-0.9648250157030265,0,1,0,0,0,0,0,0,0,24.7,3.246490991901174
-0.4188509527851298,3.8068489466888753,-1.4323597512684447,-0.27259856706992697,-1.2412853505529706,0.757014630243001,-0.9983595415868569,2.153306832260269,-0.9041795245336187,-1.353192224459534,0.3971944991753113,-1.2199413014422764,0,0,0,0,1,0,0,0,0,31.6,3.484312288372662
-0.4025435716995181,0.5862435356843093,-0.8764451438909042,-0.27259856706992697,-0.8784754879080732,-0.19893134142328261,-1.4001940038092664,1.9108685714991132,-0.7378796036748546,0.4024879436853998,0.37285362362070595,-0.812035591826223,0,0,0,0,0,0,0,1,0,23.3,3.190476350346503
-0.40849839001216176,0.5862435356843093,-0.8764451438909042,-0.27259856706992697,-0.8784754879080732,-0.5095069328141156,-0.7601037100036582,1.4912126958129397,-0.7378796036748546,0.4024879436853998,0.4410519326070333,-0.48122546306543756,0,0,0,0,0,0,0,1,0,19.6,3.0252910757955354
-0.40314056638280643,0.5862435356843093,-0.8764451438909042,-0.27259856706992697,-0.8784754879080732,-0.774493446569598,-0.08445284431996035,1.6306860011214162,-0.7378796036748546,0.4024879436853998,0.4214257311463381,0.0696575055912939,0,0,0,0,0,0,0,1,0,18.7,2.9806186357439426
-0.4005349697046729,0.5862435356843093,-0.8764451438909042,-0.27259856706992697,-0.8784754879080732,-0.4539452444460309,0.8827947107640702,1.4372582985651137,-0.7378796036748546,0.4024879436853998,0.2347027083107815,0.2504816861427401,0,0,0,0,0,0,0,1,0,16.0,2.833213344056216
-0.4076849411162192,0.5862435356843093,-0.8764451438909042,-0.27259856706992697,-0.8784754879080732,0.24413750684529395,-0.027555929315017588,1.6307335380352912,-0.7378796036748546,0.4024879436853998,0.4410519326070333,-0.8302581836647408,0,0,0,0,0,0,0,1,0,22.2,3.144152278672264
-0.4057962035509621,0.5862435356843093,-0.8764451438909042,-0.27259856706992697,-0.8784754879080732,0.6800830617333457,-0.8952338831403979,1.9898273854450503,-0.7378796036748546,0.4024879436853998,0.4265789795745651,-0.4419768037209377,0,0,0,0,0,0,0,1,0,25.0,3.258096538021482
-0.41824697570788494,0.24271229184382231,-1.423605190522342,-0.27259856706992697,-1.1972298672318045,1.1673163289611677,-0.3227086759031591,2.580235855769277,-1.1417508400461387,-0.036432098350833615,0.400922381017008,-0.6452287896120982,0,0,1,0,0,0,0,0,0,33.0,3.5263605246161616
-0.41634660081936686,2.948020837087658,-1.133245592443259,-0.27259856706992697,-1.35358364137163,0.007644166611905915,-1.8055845232194854,1.3388568868444093,-0.4230976106207656,-0.9142721824233004,0.4410519326070333,-1.119016177413562,0,0,0,1,0,0,0,0,0,23.5,3.1986731175506815
-0.4154214336201189,2.948020837087658,-1.133245592443259,-0.27259856706992697,-1.35358364137163,-0.7089591474687793,-1.3326289172408967,1.3388568868444093,-0.4230976106207656,-0.9142721824233004,0.4410519326070333,-0.33824820402475925,0,0,0,1,0,0,0,0,0,19.4,3.0155349008501706
-0.4137805710403207,0.028005264443517915,-0.7392903588686237,-0.27259856706992697,-1.2585620106789186,-0.5793152079432499,-1.6775664644583637,1.284902489596583,-0.3755833475182616,-0.036432098350833615,0.43348652534006127,-0.6382201004434376,0,0,0,1,0,0,0,0,0,22.0,3.1354942159291497
-0.4047441895281695,0.028005264443517915,-0.7392903588686237,-0.27259856706992697,-1.2585620106789186,-0.9839182719569969,-1.1299336575357877,1.284902489596583,-0.3755833475182616,-0.036432098350833615,0.4410519326070333,0.06124707858890099,0,0,0,1,0,0,0,0,0,17.4,2.91235066461494
-0.40560302398482984,0.028005264443517915,-0.7392903588686237,-0.27259856706992697,-1.2585620106789186,-0.5693425972105158,-1.265063830672527,1.284902489596583,-0.3755833475182616,-0.036432098350833615,0.4410519326070333,-0.5415001899159199,0,0,0,1,0,0,0,0,0,20.9,3.086486636822455
-0.41024631596596095,-0.4872916013172126,-0.04768005992648647,-0.27259856706992697,-1.2240086904270235,0.1885758184772094,-2.203862928254086,0.709373073315149,-0.6131546630307817,0.4024879436853998,0.29665133303308916,-0.831659921498473,0,0,0,1,0,0,0,0,0,24.2,3.2268439945173775
-0.40204200306696986,-0.4872916013172126,-0.04768005992648647,-0.27259856706992697,-1.2240086904270235,-0.4610685378265545,-1.816252694782912,0.709373073315149,-0.6131546630307817,0.4024879436853998,0.2222033397827409,-0.38871076603911625,0,0,0,1,0,0,0,0,0,21.7,3.122364924487357
-0.40985297443973984,-0.4872916013172126,-0.04768005992648647,-0.27259856706992697,-1.2240086904270235,-0.312904035511661,-2.1611902420003792,0.709373073315149,-0.6131546630307817,0.4024879436853998,0.37537542604303015,-0.99986846154633,0,0,0,1,0,0,0,0,0,22.8,3.169685580677429
-0.39777925155647276,-0.4872916013172126,-0.04768005992648647,-0.27259856706992697,-1.2240086904270235,-0.05646547381280746,-2.2180871570053218,0.709373073315149,-0.6131546630307817,0.4024879436853998,0.2247251422050651,-0.7167174191324375,0,0,0,1,0,0,0,0,0,23.4,3.1945831322991562
-0.41132858702923214,-0.4872916013172126,0.24705681852564787,-0.27259856706992697,-1.0166887689156525,-0.016575030881875234,-2.22519927138094,0.2169857194006286,-0.0608013544641726,-0.036432098350833615,0.4193425030583313,-0.8232494944960801,0,0,0,0,1,0,0,0,0,24.1,3.2228678461377385
-0.40944799559025774,-0.4872916013172126,0.24705681852564787,-0.27259856706992697,-1.0166887689156525,0.0019455319074875661,-0.8383369681354549,0.33635091014009194,-0.0608013544641726,-0.036432098350833615,0.2911691538541239,-0.5204741224099377,0,0,0,0,1,0,0,0,0,21.4,3.109060958860994
-0.4087020431692289,-0.4872916013172126,0.24705681852564787,-0.27259856706992697,-1.0166887689156525,-0.008027078825246444,0.2106999022681812,0.12224465004827882,-0.0608013544641726,-0.036432098350833615,0.18624024436872919,-0.09574755878909874,0,0,0,0,1,0,0,0,0,20.0,3.044522437723423
-0.4103848001127666,-0.4872916013172126,0.24705681852564787,-0.27259856706992697,-1.0166887689156525,-0.2060546348038062,-0.8098885106329835,0.14045128806230267,-0.0608013544641726,-0.036432098350833615,0.3320662105292042,-0.3340429905235629,0,0,0,0,1,0,0,0,0,20.8,3.0819099697950434
-0.4139469847629527,-0.4872916013172126,0.24705681852564787,-0.27259856706992697,-1.0166887689156525,-0.074986036602169,-0.5289599927960773,0.579502224609369,-0.0608013544641726,-0.036432098350833615,0.3259261698487631,-0.04388325894100961,0,0,0,0,1,0,0,0,0,21.2,3.100092288878234
-0.410757194457118,-0.4872916013172126,0.24705681852564787,-0.27259856706992697,-1.0166887689156525,-0.5850138426476682,-1.1370457719114053,0.33635091014009194,-0.0608013544641726,-0.036432098350833615,0.43184187158637194,-0.4980463170702234,0,0,0,0,1,0,0,0,0,20.3,3.0587070727153796
-0.415730986418861,0.5862435356843093,-0.9158406672483677,-0.27259856706992697,-1.1117103996083646,0.6302200080696795,-1.2472835447334822,0.7632799336491,-0.7556974523382937,0.4024879436853998,0.4410519326070333,-1.0321084317221694,0,0,0,1,0,0,0,0,0,28.0,3.367295829986474
-0.41532484383705276,0.5862435356843093,-0.9158406672483677,-0.27259856706992697,-1.1117103996083646,0.47635687105036634,0.06490155756801505,0.7632799336491,-0.7556974523382937,0.4024879436853998,0.42712719749246175,-0.7615730298118659,0,0,0,1,0,0,0,0,0,23.9,3.214867803470662
-0.4162593208949095,0.5862435356843093,-0.9158406672483677,-0.27259856706992697,-1.1117103996083646,0.02474007072516349,-1.2935122881749983,0.7632799336491,-0.7556974523382937,0.4024879436853998,0.4410519326070333,-0.831659921498473,0,0,0,1,0,0,0,0,0,24.8,3.250374491927572
-0.4163850039861281,0.5862435356843093,-0.9158406672483677,-0.27259856706992697,-1.1117103996083646,-0.16758885054897665,-0.7778839959427029,0.7632799336491,-0.7556974523382937,0.4024879436853998,0.37241504928638847,-0.7209226326336339,0,0,0,1,0,0,0,0,0,22.9,3.173878458937465
-0.4146300956383722,-0.4872916013172126,-0.9698271251826694,-0.27259856706992697,-0.9130288081599678,0.14868537554627462,-0.7316552525011868,0.46793308774536235,-0.9576330705239356,-0.036432098350833615,0.4410519326070333,-0.4251559497161521,0,0,1,0,0,0,0,0,0,23.9,3.214867803470662
-0.41384341258593,-0.4872916013172126,-0.9698271251826694,-0.27259856706992697,-0.9130288081599678,0.4920281164875187,-0.4436146202886629,0.3054994530353881,-0.9576330705239356,-0.036432098350833615,0.3906158841605534,-0.8582929403393836,0,0,1,0,0,0,0,0,0,26.6,3.3178157727231046
-0.4144799741683056,-0.4872916013172126,-0.9698271251826694,-0.27259856706992697,-0.9130288081599678,-0.3841369693168992,-0.8347809109476458,0.3005080770785406,-0.9576330705239356,-0.036432098350833615,0.43107436650131686,0.029007108413061672,0,0,1,0,0,0,0,0,0,22.5,3.157000421150113
-0.4121955676121752,-0.4872916013172126,-0.9698271251826694,-0.27259856706992697,-0.9130288081599678,-0.23312314964979525,-0.4187222199740005,-0.022552789614168556,-0.9576330705239356,-0.036432098350833615,0.4218643054806549,-0.5905610140965448,0,0,1,0,0,0,0,0,0,22.2,3.144152278672264
-0.41393069251038733,-0.4872916013172126,-1.1274092186125235,-0.27259856706992697,-0.5674956056410174,1.0291244373790083,0.6303146504296355,-0.17747559193193463,-0.8210295641042366,-0.47535214038706697,0.4410519326070333,-1.0026719372137944,0,1,0,0,0,0,0,0,0,23.6,3.202746442938317
-0.4143473086831304,-0.4872916013172126,-1.1274092186125235,-0.27259856706992697,-0.5674956056410174,1.1316998620585486,-0.19469061714203742,-0.1808982497309157,-0.8210295641042366,-0.47535214038706697,0.43184187158637194,-0.9746371805391514,0,1,0,0,0,0,0,0,0,28.7,3.391147045808654
-0.41506649526065903,-0.4872916013172126,-1.1274092186125235,-0.27259856706992697,-0.5674956056410174,0.1885758184772094,-0.08800890150776959,-0.3340621862353166,-0.8210295641042366,-0.47535214038706697,0.3893001611576017,-0.5386967142484554,0,1,0,0,0,0,0,0,0,22.6,3.1612467120315646
-0.41594162196988477,-0.4872916013172126,-1.1274092186125235,-0.27259856706992697,-0.5674956056410174,0.1714799143639518,0.18936355914132777,-0.33415726006306606,-0.8210295641042366,-0.47535214038706697,0.4043213321079665,-0.6242027221061162,0,1,0,0,0,0,0,0,0,22.0,3.1354942159291497
-0.4156262505095122,0.7150677521244918,0.569516472673775,-0.27259856706992697,-0.7834538572153616,0.22419228537982722,-0.5325160499838864,-0.06139044824982809,-0.8210295641042366,-0.036432098350833615,0.4203292953105448,-0.6298096734410447,0,0,0,1,0,0,0,0,0,22.9,3.173878458937465
-0.4171716870385704,0.7150677521244918,0.569516472673775,-0.27259856706992697,-0.7834538572153616,-0.10490386880036849,-1.4108621753726935,-0.06139044824982809,-0.8210295641042366,-0.036432098350833615,0.43480224834301295,-0.9031485510188122,0,0,0,1,0,0,0,0,0,25.0,3.258096538021482
